"Date" "Location...Operator" "Aircraft.Type...Registration" "Fatalities" "year" "date" "casualties_onboard" "souls_onboard" "casualities_ground"
"510" "31 Jan 1929" "Morgantown, West VirginiaSkyline Transportation Company" "Travel Air 4000NC6480" "1/1(0)" 1929 1929-01-31 1 1 0
"69" "17 Mar 1929" "Newark, New JerseyColonial Western Airlines" "Ford 5-AT-B Tri MotorNC7683" "14/15(0)" 1929 1929-03-17 14 15 0
"79" "30 Mar 1929" "Near Beaumont, CaliforniaNew Standard Airlines" "Fokker F-VIIANC7888" "4/4(0)" 1929 1929-03-30 4 4 0
"88" "21 Apr 1929" "San Diego, CaliforniaMaddux Airlines / Military - U.S.Army Air Force" "Ford 5-AT-B Tri-Motor / B-PW-9DNC9636 / 28-037" "6/6(0)" 1929 1929-04-21 6 6 0
"98" "09 May 1929" "Tampico, MexicoMexicana" "Ford Tri-motor 4M-SCAL" "5/5(0)" 1929 1929-05-09 5 5 0
"108" "18 May 1929" "Tököl,  Pest HungaryMALERT" "Fokker F-IIIH-MABC" "2/2(0)" 1929 1929-05-18 2 2 0
"1113" "22 May 1929" "AlgiersAeropostale" "Cams 53F-AISX" "4/6(0)" 1929 1929-05-22 4 6 0
"129" "13 Jun 1929" "Santiago de Cuba, CubaPan American Airways" "Fokker F-XNC9700" "2/5(0)" 1929 1929-06-13 2 5 0
"136" "14 Jun 1929" "Barcelona, SpainAeropostale" "Breguet 14F-AFEJ" "1/2(0)" 1929 1929-06-14 1 2 0
"143" "17 Jun 1929" "Off Dungeness, EnglandImperial Airways" "Handley Page W-10G-EBMT" "7/13(0)" 1929 1929-06-17 7 13 0
"153" "24 Jun 1929" "St. Paul, MinnesotaNorthwest Orient Airlines" "Ford 5-AT-B Tri-MotorNC7416" "1/8(0)" 1929 1929-06-24 1 8 0
"163" "29 Jun 1929" "Near Lindau, Bavaria, GermanyBodensee Aerolloyd" "Domier Delphin III (flying boat)D-1620" "5/5(0)" 1929 1929-06-29 5 5 0
"173" "29 Jun 1929" "Columbus, OhioContinental Air Lines" "Travel Air 4000NC5435" "1/1(0)" 1929 1929-06-29 1 1 0
"183" "11 Aug 1929" "Clovis, New MexicoMiddle States Airlines" "Lockheed 5 VegaNC870E" "4/4(0)" 1929 1929-08-11 4 4 0
"193" "24 Aug 1929" "Sochi, RussiaUkvozduchput" "Kalinin K-4CCCP-217" "1/1(0)" 1929 1929-08-24 1 1 0
"203" "24 Aug 1929" "Elm, GermanyDeutsche Lufthansa" "Fokker FG IID-757" "4/5(0)" 1929 1929-08-24 4 5 0
"2110" "02 Sep 1929" "Needles, CaliforniaAssociated Aviators" "Lockheed VegaNR859E" "1/2(0)" 1929 1929-09-02 1 2 0
"222" "03 Sep 1929" "Mt. Taylor, near Grants, New MexicoTrans Continental Air Transport" "Ford 5-AT-B Tri MotorNC9649" "8/8(0)" 1929 1929-09-03 8 8 0
"232" "06 Sep 1929" "Jask, IranImperial Airways" "de Havilland DH-66 HerculesG-EBMZ" "3/5(0)" 1929 1929-09-06 3 5 0
"242" "14 Sep 1929" "North Atlantic OceanAeropostale" "Latecoere 25F-AIUJ" "6/6(0)" 1929 1929-09-14 6 6 0
"252" "14 Sep 1929" "Saint Catharines, OntarioSkyways" "Travel Air 6000CF-ABE" "6/6(0)" 1929 1929-09-14 6 6 0
"262" "17 Sep 1929" "Mt Lamentation, ConnecticutColonial Air Transport" "Pitcairn PA-6 Mailwing?" "1/1(0)" 1929 1929-09-17 1 1 0
"272" "17 Sep 1929" "Off Larache, MoroccoAeropostale" "Latecoere 25-3-RF-AIUJ" "5/5(0)" 1929 1929-09-17 5 5 0
"282" "17 Sep 1929" "Jacumba, CaliforniaPickwick Airways" "Fairchild 71?" "1/2(0)" 1929 1929-09-17 1 2 0
"292" "26 Oct 1929" "Off Spezia, ItalyImperial Airways" "Short Calcutta (flying boat)G-AADN" "7/7(0)" 1929 1929-10-26 7 7 0
"302" "29 Oct 1929" "Mount Vernon, OhioContinental Air Lines" "Stearman C-38?" "1/1(0)" 1929 1929-10-29 1 1 0
"3110" "31 Oct 1929" "Off Bremerton, WashingtonBremerton-Seattle Air Taxi / Gorst Air Lines" "Loening C-2CNC9158" "2/2(0)" 1929 1929-10-31 2 2 0
"322" "04 Nov 1929" "Cerro del Carbon, MexicoCorp. Aeronautica de Transportes" "Lockheed Vega 5NC46M" "4/4(0)" 1929 1929-11-04 4 4 0
"332" "06 Nov 1929" "Near Godstone, Surrey, EnglandDeutsche Lufthansa" "Junkers G-24D-903" "7/8(0)" 1929 1929-11-06 7 8 0
"342" "16 Nov 1929" "Off Corsica, FranceAir Union" "Liore et Olivier 190F-AIGB" "3/3(0)" 1929 1929-11-16 3 3 0
"352" "20 Nov 1929" "Terranova Pausania, East SardiniaS.A.M. Società Aerea Mediterranea" "Savoia Marchetti S55I-TACO" "1/12(0)" 1929 1929-11-20 1 12 0
"362" "30 Nov 1929" "Vancouver, WashingtonVarney Air Lines" "Stearman M-2 SpeedmailNC8199" "1/1(0)" 1929 1929-11-30 1 1 0
"371" "02 Dec 1929" "Chagrin Falls, OhioNational Air Transport" "Douglas M-3NC789" "1/1(0)" 1929 1929-12-02 1 1 0
"381" "19 Dec 1929" "Near Berlin, GermanyDeutsche Lufthansa" "Arado V1D-1594" "2/3(0)" 1929 1929-12-19 2 3 0
"391" "30 Dec 1929" "Amarillo, TexasTrans Continental Air Transport" "Travel Air B6000?" "5/5(0)" 1929 1929-12-30 5 5 0
"130" "02 Jan 1930" "Off Venice, California?" "??" "10/10(0)" 1930 1930-01-02 10 10 0
"220" "10 Jan 1930" "Brawnson, NebraskaBoeing Air Transport" "Boeing 95NC184E" "1/1(0)" 1930 1930-01-10 1 1 0
"320" "13 Jan 1930" "Antananarivo, MadagascarAir Orient" "Farman 190F-AJJK" "3/3(0)" 1930 1930-01-13 3 3 0
"419" "19 Jan 1930" "Oceanside, CaliforniaMaddux Airlines" "Ford 5-AT-C Tri MotorNC9689" "16/16(0)" 1930 1930-01-19 16 16 0
"511" "25 Jan 1930" "Off Ceuta, SpainAeropostale" "Latecoere 25F-AJCL" "2/2(0)" 1930 1930-01-25 2 2 0
"610" "27 Jan 1930" "Kansas City, MissouriCentral  Airlines (Universal Aviation Corporation)" "Travel Air A6000A?" "5/5(0)" 1930 1930-01-27 5 5 0
"710" "03 Feb 1930" "Hartford, ConnecticutColonial Air Transport" "Pitcairn PA-6 MailwingNC801H" "1/1(0)" 1930 1930-02-03 1 1 0
"89" "10 Feb 1930" "Marden, EnglandAir Union" "Farman F-63F-FHMY" "2/6(0)" 1930 1930-02-10 2 6 0
"99" "18 Apr 1930" "Jersey City, New JerseyCanadian Colonial Airways" "Fairchild 71NC9148" "4/4(0)" 1930 1930-04-18 4 4 0
"109" "10 May 1930" "Buenos Aires, ArgentinaAeropostale" "Latecoere 28F-AJPD" "3/4(0)" 1930 1930-05-10 3 4 0
"1114" "05 Jun 1930" "Boston, MassachusettsColonial Air Transport" "Ford Tri-Motor 5NC9675" "1/15(0)" 1930 1930-06-05 1 15 0
"1210" "07 Jul 1930" "Bornholm, DenmarkDeutsche Lufthansa" "Dornier WalD-864" "5/8(0)" 1930 1930-07-07 5 8 0
"137" "10 Jul 1930" "Arkansas Pass, TexasCross Airways" "Lockheed Vega 5NC-394H" "5/5(0)" 1930 1930-07-10 5 5 0
"144" "21 Jul 1930" "Near Meopham, Kent, EnglandWalcot Air Line" "Junkers F-13geG-AAZK" "6/6(0)" 1930 1930-07-21 6 6 0
"154" "22 Aug 1930" "Iglau, CzechoslovakiaCeskoslovenske Aerolinie" "Ford 5-AT-C Tri MotorOK-FOR" "10/11(0)" 1930 1930-08-22 10 11 0
"164" "11 Sep 1930" "Croydon, EnglandSabena" "Sabca F-VIIOO-AIN" "2/2(0)" 1930 1930-09-11 2 2 0
"174" "25 Sep 1930" "Edmonton, Alberta, CanadaWestern Canada Airways" "Boeing 40CF-AIN" "3/3(0)" 1930 1930-09-25 3 3 0
"184" "05 Oct 1930" "Near Beauvais, FranceMilitary - British Air Ministry" "Royal Airship Works R-101G-FAAW" "48/54(0)" 1930 1930-10-05 48 54 0
"194" "06 Oct 1930" "Dresden, GermanyDeutsche Lufthansa" "Messerschmitt M-20BD-1930" "8/8(0)" 1930 1930-10-06 8 8 0
"204" "12 Oct 1930" "La Rache, MoroccoAeropostale" "Latecoere 28F-AJUU" "4/4(0)" 1930 1930-10-12 4 4 0
"2111" "13 Oct 1930" "Perth, AustraliaWings Ltd" "de Havilland DH.80 Puss MothVH-UPC" "3/3(?)" 1930 1930-10-13 NA NA NA
"223" "28 Oct 1930" "Prince Rupert, BC, CanadaAlaska-Washington Airways" "Lockheed VegaNC103W" "3/3(0)" 1930 1930-10-28 3 3 0
"233" "30 Oct 1930" "Brookston, IndianaEmbry Riddle Company" "Pitcairn PA-6 Mailwing?" "1/1(0)" 1930 1930-10-30 1 1 0
"243" "30 Oct 1930" "Near Neufchatel, FranceImperial Airways" "Handley Page W-8G-EBIX" "3/6(0)" 1930 1930-10-30 3 6 0
"253" "07 Nov 1930" "Off of Santos, BrazilSyndicato Condor" "Junkers G-24P-BAHA" "1/9(0)" 1930 1930-11-07 1 9 0
"263" "18 Nov 1930" "Techachapi Mountains, CaliforniaPacific Air Transport" "Boeing 40NC5340" "3/3(?)" 1930 1930-11-18 NA NA NA
"273" "09 Dec 1930" "Shanghai, ChinaChina National Aviation Corporation" "Loening C-W Air Yaht?" "4/6(0)" 1930 1930-12-09 4 6 0
"138" "08 Jan 1931" "Melle, BelgiumSabena" "Fokker F-VIIOO-AIL" "2/2(0)" 1931 1931-01-08 2 2 0
"224" "22 Jan 1931" "Bluff Mountain, WashingtonVarney Air Lines" "Boeing 40NC741K" "1/1(0)" 1931 1931-01-22 1 1 0
"323" "08 Feb 1931" "Wairoa, New ZealandDominion Air Lines" "Desoutter IIZK-ACA" "3/3(0)" 1931 1931-02-08 3 3 0
"420" "20 Feb 1931" "Bagot, Manitoba, CanadaWestern Canada Airways" "Fokker Universal F-14?" "2/3(0)" 1931 1931-02-20 2 3 0
"512" "24 Feb 1931" "Off SpainAeropostale" "Latecoere 32F-AITX" "1/3(0)" 1931 1931-02-24 1 3 0
"611" "21 Mar 1931" "New South Wales, AustraliaAustralian National Airways" "Avro 10VH-UMF" "8/8(0)" 1931 1931-03-21 8 8 0
"711" "31 Mar 1931" "Bazaar, KansasTrans Continental and Western Air" "Fokker F10A TrimotorNC-999" "8/8(0)" 1931 1931-03-31 8 8 0
"810" "14 Apr 1931" "Near Letschen, GermanyDeutsche Lufthansa" "Messerschmitt M-20D-1928" "2/10(0)" 1931 1931-04-14 2 10 0
"910" "05 May 1931" "Burbank, CaliforniaPacific Air Transport" "Boeing 40NC5390" "2/2(0)" 1931 1931-05-05 2 2 0
"1010" "22 May 1931" "Wampit, AustraliaGuiena Airways" "Junkers W-34VH-UNR" "1/1(0)" 1931 1931-05-22 1 1 0
"1115" "24 May 1931" "Bellefonte, PennsylvaniaNational Air Transport" "Boeing 95NC397E" "1/1(0)" 1931 1931-05-24 1 1 0
"1211" "07 Jun 1931" "Near Sandoway, BurmaAir Orient" "Fokker F-VIIBPH-AEO" "4/4(0)" 1931 1931-06-07 4 4 0
"139" "11 Jun 1931" "Walbridge, OhioRubner Flying Service" "Lockheed Vega 2NC857E" "2/3(0)" 1931 1931-06-11 2 3 0
"145" "13 Jun 1931" "Saarbrucken, GermanyDeutsche Lufthansa" "Dornier MerkurD-1455" "4/4(0)" 1931 1931-06-13 4 4 0
"155" "12 Jul 1931" "Chicago, IllinoisBraniff Airlines" "Lockheed VegaNC8497" "2/2(0)" 1931 1931-07-12 2 2 0
"165" "14 Jul 1931" "Temora, AustraliaAustralian Aerial Services" "Lasco LascowlVH-UGF" "2/2(0)" 1931 1931-07-14 2 2 0
"175" "21 Jul 1931" "Centralia, IllinoisAmerican Airways" "Pitcairn PA-6 Mailwing?" "1/1(0)" 1931 1931-07-21 1 1 0
"185" "24 Jul 1931" "Kurudjevo, BulgariaCIDNA" "Fokker F-VIIF-ALGT" "7/7(0)" 1931 1931-07-24 7 7 0
"195" "09 Aug 1931" "Cincinnati, OhioAmerican Airways" "Ford 5-AT-C Tri MotorNC9662" "6/6(0)" 1931 1931-08-09 6 6 0
"205" "14 Sep 1931" "Chicago, IllinoisChicago-Detroit Airways" "Lockheed VegaNC606" "1/1(0)" 1931 1931-09-14 1 1 0
"2112" "15 Sep 1931" "Near Craiova, Oltenia, RomaniaCIDNA" "Fokker F-VIIb-3mF-AIGT" "6/6(0)" 1931 1931-09-15 6 6 0
"225" "16 Sep 1931" "Oakland, CaliforniaPacific Air Transport" "Boeing 40NC10347" "4/4(0)" 1931 1931-09-16 4 4 0
"234" "06 Oct 1931" "Novia Scotia, CanadaDeutsche Lufthansa" "Heinkel HE-2D-1717" "3/3(0)" 1931 1931-10-06 3 3 0
"244" "14 Oct 1931" "BrazilSyndicato Condor" "Dornier WalP-BALSA" "3/3(0)" 1931 1931-10-14 3 3 0
"254" "05 Nov 1931" "Camden, New JerseyNY, Phil., Washington AW" "Lockheed Orion 9NC12221" "5/5(0)" 1931 1931-11-05 5 5 0
"264" "13 Nov 1931" "Sir Lowry's pass, South AfricaUnion Airways" "De Havilland DH.80ZS-ACD" "3/3(0)" 1931 1931-11-13 3 3 0
"274" "23 Nov 1931" "Salt Lake City, UtahBoeing Air Transport" "Boeing 40NC7465" "1/1(0)" 1931 1931-11-23 1 1 0
"283" "24 Nov 1931" "Near Tsinan, ChinaChina National Aviation Corporation" "Stinson?" "3/3(0)" 1931 1931-11-24 3 3 0
"293" "26 Nov 1931" "Pasco, WashingtonVarney Air Lines" "Boeing 40NC10338" "1/1(0)" 1931 1931-11-26 1 1 0
"303" "05 Dec 1931" "Kewanee, IllinoisBraniff Airways" "Lockheed Vega 5NC433E" "2/6(0)" 1931 1931-12-05 2 6 0
"3111" "06 Dec 1931" "Bangkok, ThailandKLM Royal Dutch Airlines" "Fokker F-VIIb-3MPH-AFO" "5/7(0)" 1931 1931-12-06 5 7 0
"324" "09 Dec 1931" "Off AlgiersAeropostale" "CAMS 56F-AIOX" "2/2(0)" 1931 1931-12-09 2 2 0
"333" "31 Dec 1931" "Springfield, OhioAmerican Airways" "Fairchild Pilgrim 100A?" "4/5(0)" 1931 1931-12-31 4 5 0
"140" "21 Jan 1932" "Colvin Park, IlinoisNorthwest Airways" "Stinson SM-2ANC443H" "1/1(0)" 1932 1932-01-21 1 1 0
"226" "29 Jan 1932" "Lebec, CaliforniaCentury Pacific Lines" "Stinson SM-6000BNC10813" "8/8(0)" 1932 1932-01-29 8 8 0
"325" "01 Feb 1932" "Off Miami, FloridaBimini Airways" "Fairchild?" "5/5(0)" 1932 1932-02-01 5 5 0
"421" "02 Feb 1932" "Rio Vista, CaliforniaBoeing Air Transport" "Boeing 40 NC291" "1/2(0)" 1932 1932-02-02 1 2 0
"513" "02 Feb 1932" "Marcellus, MichiganTransamerican Airlines" "Stearman C-3MBNC6411" "1/1(0)" 1932 1932-02-02 1 1 0
"612" "27 Feb 1932" "Off Setiba, BrazilAeropostale" "Latecoere 28F-AJOX" "3/3(0)" 1932 1932-02-27 3 3 0
"712" "08 Mar 1932" "Saint Louis, IllinoisCentury Air Lines" "Stinson SM-6000BNC11122" "3/5(0)" 1932 1932-03-08 3 5 0
"811" "19 Mar 1932" "Calimesa, CaliforniaAmerican Airways" "Fokker F-10ANC652E" "7/7(0)" 1932 1932-03-19 7 7 0
"911" "21 Mar 1932" "Steubenville, OhioTrans Continental and Western Air" "Northrop Alpha 3NC966Y" "1/1(0)" 1932 1932-03-21 1 1 0
"1011" "29 Mar 1932" "Rutbah Wells, IraqAir Orient" "Farman F-190F-AJDP
F-AJDP" "3/3(0)" 1932 1932-03-29 3 3 0
"1116" "31 Mar 1932" "Bedford, OhioNational Air Transport" "Boeing 95NC191E" "1/1(0)" 1932 1932-03-31 1 1 0
"1212" "21 Apr 1932" "Fort Wayne, IndianaTransamerica Airlines" "Stearman C-3MBNC6412" "1/1(0)" 1932 1932-04-21 1 1 0
"1310" "16 May 1932" "Burbank, CaliforniaPacific Air Transport" "Boeing 40NC5589" "3/3(0)" 1932 1932-05-16 3 3 0
"146" "30 May 1932" "Portland, OregonVarney Air Lines" "Boeing 40NC830M" "1/2(0)" 1932 1932-05-30 1 2 0
"156" "16 Jul 1932" "Mount El Plomo, near Vitacura, ChilePanagra" "Ford 5-AT-C Tri MotorNC403H" "9/9(0)" 1932 1932-07-16 9 9 0
"166" "12 Aug 1932" "Beyrouth, LebanonAir Orient" "CAMS 53F-AIQY" "0/7(0)" 1932 1932-08-12 0 7 0
"176" "31 Aug 1932" "Tubergen, GermanyA B Aerotransport" "Junkers G-23SE-AAE" "2/2(0)" 1932 1932-08-31 2 2 0
"186" "08 Sep 1932" "Salt Flats, TexasAmerican Airways" "Fokker F-10NC9716" "3/4(0)" 1932 1932-09-08 3 4 0
"196" "17 Sep 1932" "Selsdon Park, EnglandAir Union" "Liore-et-Olivier 213F-AIFE" "1/2(0)" 1932 1932-09-17 1 2 0
"206" "18 Sep 1932" "Byron Bay, AustraliaNew England Airways" "De Havilland DH-80VH-UPM" "3/3(0)" 1932 1932-09-18 3 3 0
"2113" "12 Oct 1932" "Port Etienne, MauritaniaAeropostale" "Latecoere 28F-AJIP" "1/1(0)" 1932 1932-10-12 1 1 0
"227" "26 Oct 1932" "Villa Monte, BoliviaLloyd Aero Boliviano" "Ford Tri-motor 5?" "2/2(0)" 1932 1932-10-26 2 2 0
"235" "29 Oct 1932" "Ramsgate, EnglandDeutsche Lufthansa" "Junkers W-33 D-2017" "2/2(0)" 1932 1932-10-29 2 2 0
"245" "02 Nov 1932" "Echterpfuhl, GermanyDeutsche Lufthansa" "Junkers F-13D-724" "5/5(0)" 1932 1932-11-02 5 5 0
"255" "25 Nov 1932" "Marianna, ArkansasHunter Airways" "Travel Air 6000 NC369M" "2/2(0)" 1932 1932-11-25 2 2 0
"265" "14 Dec 1932" "Amarillo, TexasTrans Continental and Western Air" "Ford 5NC9650" "2/2(0)" 1932 1932-12-14 2 2 0
"275" "14 Dec 1932" "Rocky Ridge, ColoradoBoeing Air Transport" "Boeing 40NC281" "1/1(0)" 1932 1932-12-14 1 1 0
"284" "26 Dec 1932" "Wau, AustraliaGuinea Airways" "De Havilland DH-60VH-UMJ" "1/1(0)" 1932 1932-12-26 1 1 0
"147" "10 Jan 1933" "AlgiersAeropostale" "CAMS 53F-AISV" "1/3(0)" 1933 1933-01-10 1 3 0
"228" "14 Jan 1933" "Newark, New JerseyEastern Air Transport" "Curtiss Condor 18NC185H" "2/2(0)" 1933 1933-01-14 2 2 0
"326" "20 Jan 1933" "Marietta, GeorgiaAmerican Airways" "Stearman 4N490W" "1/1(0)" 1933 1933-01-20 1 1 0
"422" "20 Jan 1933" "Bourne, TexasAmerican Airways" "Stearman 4NC11721" "1/1(0)" 1933 1933-01-20 1 1 0
"514" "24 Jan 1933" "Eugene, OregonPacific Air Transport" "Ford 5-AT-DNC431H" "2/3(0)" 1933 1933-01-24 2 3 0
"613" "11 Mar 1933" "Near Mendoza, ArgentinaPan American Grace Airways" "Fairchild FC-2WNC9723" "2/2(0)" 1933 1933-03-11 2 2 0
"713" "25 Mar 1933" "Hayward, CaliforniaVarney Airlines" "Lockheed Orion 9NC12226" "3/3(11)" 1933 1933-03-25 3 3 11
"812" "28 Mar 1933" "Near Dixmude, BelgiumImperial Airways" "Armstrong Whitworth Argosy IIG-AACI" "15/15(0)" 1933 1933-03-28 15 15 0
"912" "03 Apr 1933" "Hemkenrode, GermanyDeutsche Lufthansa" "Junkers F-13D-534" "1/2(0)" 1933 1933-04-03 1 2 0
"1012" "04 Apr 1933" "Off Barnegat, New JerseyMilitary - U.S. Navy" "Goodyear-Zeppelin U.S.S. Akron (airship)ZRS-4" "73/76(0)" 1933 1933-04-04 73 76 0
"1117" "23 Apr 1933" "Near Castrovillari, Calabria, ItalyAir Orient" "Cams 53-1F-ALCE" "5/8(0)" 1933 1933-04-23 5 8 0
"1213" "29 Apr 1933" "Traunstein, GermanyEurasia" "Junkers W-34D-4" "4/4(0)" 1933 1933-04-29 4 4 0
"1311" "09 May 1933" "Near Viladrau, SpainAeropostale - La Tecoere Company" "Latecoere 28-1F-AJIX" "6/6(0)" 1933 1933-05-09 6 6 0
"148" "04 Jun 1933" "Bowling Green, VirginiaEastern Air Transport" "Pitcairns PA-6?" "1/1(0)" 1933 1933-06-04 1 1 0
"157" "11 Jun 1933" "Glenview, IllinoisPalwaukee" "Sikorsky S-38B (flying boat)NC-141M" "9/9(0)" 1933 1933-06-11 9 9 0
"167" "18 Jul 1933" "Aegean SeaSocieta Anonima Aero Expresso Italiana" "CMASA Wal (flying boat)I-AZEE" "6/6(0)" 1933 1933-07-18 6 6 0
"177" "29 Aug 1933" "Quay, New MexicoTrans Continental and Western Air" "Ford 5-AT-B Tri MotorNC9607" "5/5(0)" 1933 1933-08-29 5 5 0
"187" "12 Sep 1933" "Near Ljubljana, YugoslaviaAeroput" "Farman F-306YU-SAH" "8/8(0)" 1933 1933-09-12 8 8 0
"197" "10 Oct 1933" "Chesterton, IndianaUnited Air Lines" "Boeing 247NC13304" "10/10(0)" 1933 1933-10-10 10 10 0
"207" "31 Oct 1933" "Etobon, FranceAir France" "Farman F-301F-AJMI" "2/5(0)" 1933 1933-10-31 2 5 0
"2114" "09 Nov 1933" "Portland, OregonUnited Air Lines" "Boeing 247NC13345" "4/10(?)" 1933 1933-11-09 NA NA NA
"229" "10 Nov 1933" "Moriarty, New MexicoTrans Continental and Western Air" "Northrop DeltaNC12292" "0/1(0)" 1933 1933-11-10 0 1 0
"236" "20 Nov 1933" "Near Tsinan, ChinaChina National Aviation Corporation" "Stinson?" "8/8(?)" 1933 1933-11-20 NA NA NA
"246" "21 Nov 1933" "Near Kharkov, Ukraine, USSRKalinin" "Kalinin K-7?" "14/20(0)" 1933 1933-11-21 14 20 0
"256" "24 Nov 1933" "Wedron, IllinoisNational Air Transport" "Boeing 247NC13324" "2/2(0)" 1933 1933-11-24 2 2 0
"266" "11 Dec 1933" "Hamburg, GermanyDeutsche Lufthansa" "Focke-Wulf A-17D-1403" "6/10(0)" 1933 1933-12-11 6 10 0
"276" "14 Dec 1933" "Eshowe, South AfricaUnion Airways" "Junkers W-34ZS-AEB" "5/6(0)" 1933 1933-12-14 5 6 0
"285" "30 Dec 1933" "Near Ruysselede, BelgiumImperial Airways" "Avro 10G-ABLU" "10/10(0)" 1933 1933-12-30 10 10 0
"149" "15 Jan 1934" "Corbigny, FranceAir France" "Dewoitine D-332F-AMMY" "14/14(0)" 1934 1934-01-15 14 14 0
"230" "20 Jan 1934" "Carombe, FranceAir France" "Breguet 280TF-AJKX" "2/2(0)" 1934 1934-01-20 2 2 0
"327" "23 Feb 1934" "Near Salt Lake City, UtahBoeing Aircraft Company" "Boeing 247NC13357" "8/8(0)" 1934 1934-02-23 8 8 0
"423" "26 Feb 1934" "Rio de Oro, MoroccoAir France" "Latécoère 28F-AJPA" "1/6(0)" 1934 1934-02-26 1 6 0
"515" "06 Mar 1934" "Petersburg, IllinoisAmerican Airways" "Fairchild Pilgrim 100ANC710Y" "4/4(0)" 1934 1934-03-06 4 4 0
"614" "10 Mar 1934" "Pereira, ColombiaPan American Airways (Scadta)" "Sikorsky S-38 Flying BoatNC-9107" "5/6(0)" 1934 1934-03-10 5 6 0
"714" "22 Mar 1934" "Near Lima, PeruPan American Grace Airlines" "Ford 5-AT-C Tri-MotorNC407H" "3/15(0)" 1934 1934-03-22 3 15 0
"813" "10 Apr 1934" "Ningpo Bay, ChinaChina National Aviation Corporation" "Sikorsky S-38BBNV17V" "3/3(0)" 1934 1934-04-10 3 3 0
"913" "09 May 1934" "English ChannelAir France" "Wibault 282TF-AMHP" "6/6(0)" 1934 1934-05-09 6 6 0
"1013" "31 May 1934" "Croydon, EnglandAir France" "Liore-et-Olivier 213F-AIVG" "2/2(0)" 1934 1934-05-31 2 2 0
"1118" "09 Jun 1934" "Mongaup Mountain, New YorkAmerican Airways" "Curtiss Condor T-32NC12354" "7/7(0)" 1934 1934-06-09 7 7 0
"1214" "11 Jun 1934" "Junin, ArgentinaPanagra" "Ford 5-AT-C Tri-MotorNC8417" "6/10(0)" 1934 1934-06-11 6 10 0
"1312" "22 Jun 1934" "Chausseehausen, GermanyDeutsche Lufthansa" "Dornier MerkurD-1445" "1/7(0)" 1934 1934-06-22 1 7 0
"1410" "23 Jun 1934" "Burbank, CaliforniaAerevias Centrales Air Service" "Lockheed OrionXA-BEJ" "1/1(0)" 1934 1934-06-23 1 1 0
"158" "09 Jul 1934" "San Bernardino, CaliforniaUnited Air Services" "Lockheed VegaNC32E" "3/4(0)" 1934 1934-07-09 3 4 0
"168" "27 Jul 1934" "Near Tuttlingen, GermanySwissair" "Curtiss AT-32C CondorCH-170" "12/12(0)" 1934 1934-07-27 12 12 0
"178" "05 Aug 1934" "Bahia, BrazilAir France" "Latecoere 26F-AILK" "2/2(0)" 1934 1934-08-05 2 2 0
"188" "10 Aug 1934" "Ningbo, ChinaChina National Aviation Corporation" "Sikorsky S-38B?" "?/?(?)" 1934 1934-08-10 NA NA NA
"198" "31 Aug 1934" "Amazonia, MissouriRapid Air Transport" "Stinson  SM-6000BNC11118" "5/5(0)" 1934 1934-08-31 5 5 0
"208" "02 Oct 1934" "English ChannelHillman's Airways" "de havilland 89 Dragon RapideG-ACPM" "7/7(0)" 1934 1934-10-02 7 7 0
"2115" "03 Oct 1934" "Near Winton, AustraliaQantas" "de Havilland DH-50AVH-UHE" "3/3(0)" 1934 1934-10-03 3 3 0
"2210" "19 Oct 1934" "Bass Strait, AustraliaHolymans Airways" "de Havilland DH-86VH-URN" "11/11(0)" 1934 1934-10-19 11 11 0
"237" "02 Nov 1934" "Kiapit, AustraliaHoldens Air Transport Service" "De Havilland DH-61VH-UHW" "2/4(0)" 1934 1934-11-02 2 4 0
"247" "15 Nov 1934" "Amazonia, MontanaRapid Air Transport" "Stinson SM-6000-BNC10809" "2/2(0)" 1934 1934-11-15 2 2 0
"257" "15 Nov 1934" "Near Longreach, AustraliaQantas" "de Havilland DH-86VH-USG" "4/4(0)" 1934 1934-11-15 4 4 0
"267" "07 Dec 1934" "Salchau, GermanyDeutsche Lufthansa" "Junkers F-13D-OMAS" "3/3(0)" 1934 1934-12-07 3 3 0
"277" "08 Dec 1934" "Columbia, MissouriBraniff Airlines" "Lockheed Vega 5CNC106W" "1/1(0)" 1934 1934-12-08 1 1 0
"286" "10 Dec 1934" "Palma Soriano, CubaCubana de Aviacion" "Ford 4-AT-E Tri-motorNM-7" "4/8(0)" 1934 1934-12-10 4 8 0
"294" "20 Dec 1934" "Rutbah Wells, SyriaKLM Royal Dutch Airlines" "Douglas DC-2-115APH-AJU" "7/7(0)" 1934 1934-12-20 7 7 0
"304" "22 Dec 1934" "Sunbright, TennesseeAmerican Airlines" "Lockheed Orion 9DNC12286" "1/1(0)" 1934 1934-12-22 1 1 0
"3112" "31 Dec 1934" "?Aeroflot" "Tupolev ANT-9?" "10/10(0)" 1934 1934-12-31 10 10 0
"150" "08 Jan 1935" "Near Karachi, PakistanIndian Air Force" "Wapiti?" "0/2(15)" 1935 1935-01-08 0 2 15
"238" "26 Jan 1935" "Pittsburgh, PennsylvaniaTrans Continental and Western Air" "Consolidated FleetsterNC13212" "1/1(0)" 1935 1935-01-26 1 1 0
"328" "31 Jan 1935" "Stettin, GermanyDeruluft" "Junkers JU-52/3mD-AREN" "11/11(0)" 1935 1935-01-31 11 11 0
