"Date" "Location...Operator" "Aircraft.Type...Registration" "Fatalities" "year" "date" "casualties_onboard" "souls_onboard" "casualities_ground"
"4440" "19 Nov 1978" "Near Leh, IndiaMilitary - Indian Air Force" "Antonov An-12?" "77/77(1)" 1978 1978-11-19 77 77 1
"4539" "21 Nov 1978" "Near Rubio, VenezuelaAereo el Venado" "Douglas C-47AHK-1393" "27/27(0)" 1978 1978-11-21 27 27 0
"4637" "25 Nov 1978" "Hydaburg, AlaskaTyee Airlines" "de Havilland DHC-2N37906" "5/5(0)" 1978 1978-11-25 5 5 0
"4737" "04 Dec 1978" "Near Steamboat Springs, ColoadoRocky Mountain Airways" "de Havilland Canada DHC-6 Twin Otter 300N25RM" "2/22(0)" 1978 1978-12-04 2 22 0
"4837" "16 Dec 1978" "Selvapiana, ItalyAir 70" "Cessna 421 Golden EagleI-ASON" "10/10(0)" 1978 1978-12-16 10 10 0
"4937" "17 Dec 1978" "Hyderabad, IndiaIndian Airlines" "Boeing B-737-2A8VT-EAL" "1/132(3)" 1978 1978-12-17 1 132 3
"5037" "23 Dec 1978" "Off Cinisi, Sicily, ItalyAlitalia" "McDonnell Douglas DC-9-32I-DIKQ" "108/129(0)" 1978 1978-12-23 108 129 0
"5157" "28 Dec 1978" "Portland, OregonUnited Air Lines" "McDonnell Douglas DC-8-61N8082U" "10/189(0)" 1978 1978-12-28 10 189 0
"1192" "15 Jan 1979" "Minsk, RussiaAeroflot" "Antonov AN-24NCCCP46807" "13/13(0)" 1979 1979-01-15 13 13 0
"2187" "24 Jan 1979" "Bechar, AlgeriaAir Algerie" "Nord 262A-447T-VSU" "14/23(0)" 1979 1979-01-24 14 23 0
"3174" "27 Jan 1979" "Rodez, FranceAir Rouergue" "Fokker F-27 Friendship 500F-BYAH" "5/6(0)" 1979 1979-01-27 5 6 0
"4164" "30 Jan 1979" "125 miles ENE of Tokyo, JapanVarig" "Boeing B-707-326CPP-VLU" "6/6(0)" 1979 1979-01-30 6 6 0
"5158" "08 Feb 1979" "Near Agudos, BrazilTAM Lineas Aéreas Regional" "Embraer 110C BandeirantePP-SBB" "18/18(0)" 1979 1979-02-08 18 18 0
"6141" "12 Feb 1979" "Near Kariba, RhodesiaAir Rhodesia" "Vickers Viscount 748DVP-YND" "59/59(0)" 1979 1979-02-12 59 59 0
"789" "12 Feb 1979" "Clarksburg, West VirginiaAllegheny Airlines" "Nord 262N29824" "2/25(0)" 1979 1979-02-12 2 25 0
"864" "17 Feb 1979" "Manakau Harbor, New ZealandAir New Zealand" "Fokker F-27 Friendship 500ZK-NFC" "2/4(0)" 1979 1979-02-17 2 4 0
"958" "19 Feb 1979" "Barentu, EthiopiaEthiopian Airlines" "Douglas DC-3ET-AFW" "5/5(0)" 1979 1979-02-19 5 5 0
"1058" "01 Mar 1979" "Gulfport, MississippiUniversal Airways" "Beech BE-70N777AE" "8/8(0)" 1979 1979-03-01 8 8 0
"1193" "10 Mar 1979" "Off Marina del Rey, CaliforniaSwift Aire Lines Inc." "Aerospatiale Nord 262A-33N418SA" "3/7(0)" 1979 1979-03-10 3 7 0
"1259" "14 Mar 1979" "Bejing, ChinaCAAC" "Hawker Siddeley Trident 2EB-274" "12/12(32)" 1979 1979-03-14 12 12 32
"1357" "14 Mar 1979" "Near Doha Airport, QatarAlia Royal Jordanian Airlines" "Boeing B-727-2D3JY-ADU" "45/64(0)" 1979 1979-03-14 45 64 0
"1455" "17 Mar 1979" "Near Moscow, RussiaAeroflot" "Tupolev TU-104BCCCP-42444" "58/119(0)" 1979 1979-03-17 58 119 0
"1553" "26 Mar 1979" "Luanda, AngolaInterflug" "Ilyushin IL-18DDM-STL" "10/10(0)" 1979 1979-03-26 10 10 0
"1653" "29 Mar 1979" "Ste. Foy, PQ, CanadaQuebecair" "Fairchild F-27CF-QBL" "17/24(0)" 1979 1979-03-29 17 24 0
"1753" "14 Apr 1979" "Off Avalon, CaliforniaCatalina Airlines" "Grumman G-21 GooseN11CS" "1/11(0)" 1979 1979-04-14 1 11 0
"1853" "18 Apr 1979" "Newark, New JerseyNew York Airways" "Sikorsky S61-LN618PA" "3/18(0)" 1979 1979-04-18 3 18 0
"1953" "23 Apr 1979" "Near Cuenca, EcuadorSAETA" "Vickers Viscount 785DHC-AVP" "57/57(0)" 1979 1979-04-23 57 57 0
"2053" "25 May 1979" "Bullen Point, AlaskaSea Airmotive" "de Havilland Canada DHC-4A CaribouN581PA" "3/3(0)" 1979 1979-05-25 3 3 0
"2188" "25 May 1979" "Chicago O'Hare, IllinoisAmerican Airlines" "McDonnell Douglas DC-10-10N110AA" "271/271(2)" 1979 1979-05-25 271 271 2
"2255" "27 May 1979" "Off Dakar, SenegalMilitary - Mauritanian Air Force" "de Havilland Canada DHC-5D Buffalo5T-MAX" "12/12(0)" 1979 1979-05-27 12 12 0
"2353" "30 May 1979" "Rockland, MaineDowneast Airlines" "de Havilland DHC-6-200N68DE" "17/18(0)" 1979 1979-05-30 17 18 0
"2452" "07 Jun 1979" "Near Leh, IndiaMilitary - Indian Air Force" "Hindustan Aeronautics 748-2MH2178" "27/27(0)" 1979 1979-06-07 27 27 0
"2552" "17 Jun 1979" "Hyannis, MassachusettsAir New England" "de Havilland Canada DHC-6 Twin Otter 300N383EX" "1/10(0)" 1979 1979-06-17 1 10 0
"2651" "11 Jul 1979" "Near Medan Airfield, IndonesiaGaruda Indonesia Airlines" "Fokker F-28 Fellowship 1000PK-GVE" "61/61(0)" 1979 1979-07-11 61 61 0
"2751" "12 Jul 1979" "Bua, FijiFiji Air Services" "Britten Norman BN-2A TrislanderDQ-FBO" "9/9(0)" 1979 1979-07-12 9 9 0
"2849" "12 Jul 1979" "Anchorage, AlaskaSoldotna Air Services" "Cessna 402BN402TH" "7/7(0)" 1979 1979-07-12 7 7 0
"2947" "23 Jul 1979" "Beirut, LebanonTrans Mediterranean Airways" "Boeing 707-327COD-AFX" "6/6(0)" 1979 1979-07-23 6 6 0
"3047" "24 Jul 1979" "St. Croix, Virgin IslandsPrinair" "de Havilland DH-114 HeronN575PR" "8/21(0)" 1979 1979-07-24 8 21 0
"3175" "31 Jul 1979" "Off Sumburgh, Shetlands, ScotlandDan Air Services" "Hawker Siddeley HS-748-1G-BEKF" "17/47(0)" 1979 1979-07-31 17 47 0
"3250" "02 Aug 1979" "Canton, OhioPrivate" "Cessna  501 CitationN15NY" "1/3(0)" 1979 1979-08-02 1 3 0
"3347" "03 Aug 1979" "Leningrad, USSRAeroflot" "LET 410M turbojetCCCP-67206" "14/14(0)" 1979 1979-08-03 14 14 0
"3447" "04 Aug 1979" "Near Panvel, IndiaIndian Airlines" "Hindustan Aeronautics 748 2-224VT-DXJ" "45/45(0)" 1979 1979-08-04 45 45 0
"3545" "11 Aug 1979" "Near Volgograd, RussiaAeroflot / Aeroflot" "Tupolev TU-134A / Tupolev Tu-134A65735/65816" "178/178(0)" 1979 1979-08-11 178 178 0
"3644" "24 Aug 1979" "Near Enisseysk, USSRAeroflot" "Antonov AN-12CCCP-12963" "11/16(0)" 1979 1979-08-24 11 16 0
"3742" "29 Aug 1979" "Near Kirsanov, RussiaAeroflot" "Tupolev TU-124CCCP-45038" "63/63(0)" 1979 1979-08-29 63 63 0
"3842" "03 Sep 1979" "Andema, RussiaAeroflot" "Antonov AN-24CCCP-46269" "40/44(0)" 1979 1979-09-03 40 44 0
"3941" "11 Sep 1979" "Off Taipei, TaiwanChina Airlines (Taiwan)" "Boeing 707-324CB-1834" "6/6(0)" 1979 1979-09-11 6 6 0
"4040" "14 Sep 1979" "Near Klamath Falls, OregonButler Aviation Inc." "Douglas DC-7N455SW" "12/12(0)" 1979 1979-09-14 12 12 0
"4165" "14 Sep 1979" "Near Sarroch,  ItalyAero Transporti Italiani" "McDonnell Douglas DC-9-32I-ATJC" "31/31(0)" 1979 1979-09-14 31 31 0
"4247" "18 Sep 1979" "Blink Horn Point, CanadaPacific Coastal Airlines" "Britten Norman BN-7A lslanderC-FZVV" "4/9(0)" 1979 1979-09-18 4 9 0
"4344" "19 Sep 1979" "Merced, CaliforniaMilitary - U.S. Air Force" "Boeing KC-135A58-0127" "5/5(0)" 1979 1979-09-19 5 5 0
"4441" "30 Sep 1979" "Porpoise Bay, British Columbia CanadaWest Coast Air" "de Havilland Canada DHC-6 Twin Otter 200C-FWAF" "2/16(0)" 1979 1979-09-30 2 16 0
"4540" "07 Oct 1979" "Athens, GreeceSwissair" "McDonnell Douglas DC-8-62HB-IDE" "14/156(0)" 1979 1979-10-07 14 156 0
"4638" "08 Oct 1979" "Covington, KentuckyComair" "Piper PA-31N6642L" "8/8(0)" 1979 1979-10-08 8 8 0
"4738" "27 Oct 1979" "Lensk, RussiaAeroflot" "Antonov An-2TPCCCP-32322" "3/12(0)" 1979 1979-10-27 3 12 0
"4838" "31 Oct 1979" "Mexico City, MexicoWestern Airlines" "McDonnell Douglas DC-10-10N903WA" "72/88(1)" 1979 1979-10-31 72 88 1
"4938" "15 Nov 1979" "Near Chicago, IllinoisAmerican Airlines" "Boeing B-727?" "0/78(0)" 1979 1979-11-15 0 78 0
"5038" "16 Nov 1979" "Vologda, RussiaAeroflot" "Yakovlev YAK-40CCCP-87454" "3/5(0)" 1979 1979-11-16 3 5 0
"5159" "18 Nov 1979" "Granger, UtahTransamerica Airlines" "Lockheed L-188CF ElectraN859U" "3/3(0)" 1979 1979-11-18 3 3 0
"5241" "26 Nov 1979" "Near At Ta'if, Jeddah, Saudi ArabiaPakistan International Airlines" "Boeing B-707-340CAP-AWZ" "156/156(0)" 1979 1979-11-26 156 156 0
"5338" "28 Nov 1979" "Near Mt. Erebus, Ross Ice Shelf, AntarcticaAir New Zealand" "McDonnell Douglas DC-10-30ZK-NZP" "257/257(0)" 1979 1979-11-28 257 257 0
"5435" "30 Nov 1979" "San Andres Island, ColombiaAerolineas La Gaviola" "Grumman G-21 GooseHK-2059" "9/9(0)" 1979 1979-11-30 9 9 0
"5534" "09 Dec 1979" "Cherskiy, RussiaAeroflot" "Antonov AN-26CCCP-26547" "7/7(0)" 1979 1979-12-09 7 7 0
"5634" "12 Dec 1979" "Apolo, BoliviaCAMBA" "Martin 404CP-1440" "10/11(0)" 1979 1979-12-12 10 11 0
"5732" "18 Dec 1979" "Cerro Toledo Mountain, ColombiaSATENA" "Douglas DC-4 (C-54)FAC-1106" "21/21(0)" 1979 1979-12-18 21 21 0
"5830" "22 Dec 1979" "Near Puerto Esperanza, PeruFuerza Aérea del Peru" "de Havilland Canada DHC-5 BuffaloFAP-348" "29/29(0)" 1979 1979-12-22 29 29 0
"5929" "23 Dec 1979" "Ankara, TurkeyTurkish Airlines (THY)" "Fokker F-28 Fellowship 1000TC-JAT" "41/45(0)" 1979 1979-12-23 41 45 0
"6026" "23 Dec 1979" "Menari, Papua New GuineaDouglas Airways" "GAF Nomad 22BP2-DNL" "16/16(0)" 1979 1979-12-23 16 16 0
"1194" "02 Jan 1980" "HaitiHaïti Air Inter" "Britten Norman BN IslanderHH-CNC" "9/9(0)" 1980 1980-01-02 9 9 0
"2189" "11 Jan 1980" "Over the Atlantic OceanPrivate charter" "Cessna 441 ConquestN442NC" "2/2(0)" 1980 1980-01-11 2 2 0
"3176" "14 Jan 1980" "Shungnak, AlaskaAmbler Air Service" "Cessna 185AN1690Z" "7/9(0)" 1980 1980-01-14 7 9 0
"4166" "21 Jan 1980" "Elburz Mtns., near Tehran, IranIran Air" "Boeing B-727-86EP-IRD" "128/128(0)" 1980 1980-01-21 128 128 0
"5160" "23 Jan 1980" "Mt. Cemonyet,  IndonesiaPelita Air Service" "CASA 212 Aviocar 100PK-PCX" "13/13(0)" 1980 1980-01-23 13 13 0
"6142" "24 Jan 1980" "Near Mandalay, BurmaMilitary - Union of Burma Air Force" "Fairchild FH-227H5003" "43/44(0)" 1980 1980-01-24 43 44 0
"790" "03 Feb 1980" "Baracoa, CubaCubana de Aviacon" "Yakovlev YAK-40CU-T1219" "1/37(0)" 1980 1980-02-03 1 37 0
"865" "21 Feb 1980" "Leeville, LouisianaRotor Airs Inc - Air Taxi" "Sikorsky S-62AN442Y" "6/7(0)" 1980 1980-02-21 6 7 0
"959" "21 Feb 1980" "Sydney, NSW, AustraliaAdvance Airlines" "Beechcraft Super King Air 200VH-AAV" "13/13(0)" 1980 1980-02-21 13 13 0
"1059" "22 Feb 1980" "Near Agra, IndiaMilitary - Indian Air Force" "Fairchild C-119G?" "46/47(1)" 1980 1980-02-22 46 47 1
"1195" "27 Feb 1980" "Manila, PhilippinesChina Airlines (Taiwan)" "Boeing B-707-309CB-1826" "2/135(0)" 1980 1980-02-27 2 135 0
"1260" "14 Mar 1980" "Near Warsaw, PolandLOT Polish Airlines" "Ilyushin IL-62SP-LAA" "87/87(0)" 1980 1980-03-14 87 87 0
"1358" "14 Mar 1980" "Near Yenice, TurkeyMilitary - U.S. Air Force" "Lockheed C-130H74-2064" "18/18(0)" 1980 1980-03-14 18 18 0
"1456" "21 Mar 1980" "Houston, TexasEagle Commuter" "Piper PA-28-180N55932" "7/10(0)" 1980 1980-03-21 7 10 0
"1554" "21 Mar 1980" "Off Macae, BrazilVOTEC" "Sikorsky S-76PT-HKB" "14/14(0)" 1980 1980-03-21 14 14 0
"1654" "12 Apr 1980" "Florianopolis, BrazilTransbrasil" "Boeing B-727-27CPT-TYS" "55/58(0)" 1980 1980-04-12 55 58 0
"1754" "14 Apr 1980" "Krasnoyarsk, RussiaAeroflot" "Antonov An-24BCCCP-47732" "2/53(0)" 1980 1980-04-14 2 53 0
"1854" "24 Apr 1980" "Posht-i-Badam, IranMilitary - U.S. Air Force" "Lockheed EC-130E Hercules62-1809" "5/7(0)" 1980 1980-04-24 5 7 0
"1954" "25 Apr 1980" "Tenerife, Canary IslandsDan Air Services" "Boeing B-727-64G-BDAN" "146/146(0)" 1980 1980-04-25 146 146 0
"2054" "27 Apr 1980" "Don Muang, ThailandThai Airways" "Hawker Siddeley HS-748-2HS-THB" "44/53(0)" 1980 1980-04-27 44 53 0
"2190" "02 Jun 1980" "Near Yachiba, BoliviaLloyd Aereo Boliviano" "Fairchild F-27JCP-1117" "13/13(0)" 1980 1980-06-02 13 13 0
"2256" "08 Jun 1980" "Near Matala, AngolaLineas Aereas de Angola" "Yakovlev YAK-40D2-TYC" "29/29(0)" 1980 1980-06-08 29 29 0
"2354" "12 Jun 1980" "Near Dushanbe, RussiaAeroflot" "Yakovlev YAK-40CCCP-87689" "29/29(0)" 1980 1980-06-12 29 29 0
"2453" "12 Jun 1980" "Valley, NebraskaAir Wisconsin" "Swearingen 226TC Metro IIN6505" "13/15(0)" 1980 1980-06-12 13 15 0
"2553" "27 Jun 1980" "Tyrrhenian Sea,  off Ustica, ItalyAerolinee Itavia" "McDonnell Douglas DC-9-15I-TIGI" "81/81(0)" 1980 1980-06-27 81 81 0
"2652" "08 Jul 1980" "Near Alma-Ata, Kazakhstan, USSRAeroflot" "Tupolev TU-154BCCCP-85355" "166/166(0)" 1980 1980-07-08 166 166 0
"2752" "01 Aug 1980" "Cerro Lilio, MexicoAeronaves del Peru" "Douglas DC-8-43FOB-R-1143" "3/7(0)" 1980 1980-08-01 3 7 0
"2850" "06 Aug 1980" "Houma, LouisianaAir Logistics" "Bell 205A-1 helicopterN95AL" "13/13(0)" 1980 1980-08-06 13 13 0
"2948" "07 Aug 1980" "Nouadhibou, MauretaniaTarom" "Tupolev TU-154B-1YR-TPH" "1/168(0)" 1980 1980-08-07 1 168 0
"3048" "19 Aug 1980" "Riyadh, Saudi ArabiaSaudi Arabian Airlines" "Lockheed 1011-200 TriStarHZ-AHK" "301/301(0)" 1980 1980-08-19 301 301 0
"3177" "26 Aug 1980" "Near Jakarta, IndonesiaBouraq Indonesia Airlines" "Vickers Viscount 812PK-IVS" "37/37(0)" 1980 1980-08-26 37 37 0
"3251" "05 Sep 1980" "Near Montelimar, FranceMilitary - Kuwait Air Force" "Lockheed L-100-20 HerculesKAF317" "8/8(0)" 1980 1980-09-05 8 8 0
"3348" "10 Sep 1980" "Puerto Olaya, ColombiaAeronorte Colombia" "Douglas C-47HK-329" "3/3(0)" 1980 1980-09-10 3 3 0
"3448" "12 Sep 1980" "Off Freeport, BahamasFlorida Commuter Airlines" "Douglas DC-3N75KW" "34/34(0)" 1980 1980-09-12 34 34 0
"3546" "14 Sep 1980" "Kindu, ZaireMilitary - Force Aérienne Zaïroise" "Lockheed Hercules C-1309T-TCE" "36/36(0)" 1980 1980-09-14 36 36 0
"3645" "15 Sep 1980" "Near Medina, Saudi ArabiaMilitary - Royal Saudi Air Force" "Lockheed C-130E453" "89/89(0)" 1980 1980-09-15 89 89 0
"3743" "17 Sep 1980" "Near Kindu, ZaireMilitary - Zairean Air Force" "de Havilland DHC-5 Buffalo9T-CBA" "36/36(0)" 1980 1980-09-17 36 36 0
"3843" "30 Sep 1980" "Badakshan, AfghanistanMilitary - Soviet Air Force" "Antonov AN-12VCCCP-11104" "45/45(0)" 1980 1980-09-30 45 45 0
"3942" "12 Nov 1980" "Near Cairo, EgyptMilitary - U.S. Air Force" "Lockheed C-141A67-0030" "13/13(0)" 1980 1980-11-12 13 13 0
"4041" "19 Nov 1980" "Seoul, South KoreaKorean Airlines" "Boeing B-747-2B5BHL-7445" "15/226(0)" 1980 1980-11-19 15 226 0
"4167" "24 Nov 1980" "Near Medellin, ColombiaF.R. de la Direccion General de Ados" "Douglas C-47A-35-DLHK-1221G" "20/20(0)" 1980 1980-11-24 20 20 0
"4248" "28 Nov 1980" "Pecos City, TexasCentral Air Services" "Douglas DC-7BN816D" "2/2(0)" 1980 1980-11-28 2 2 0
"4345" "05 Dec 1980" "Dar es Salaam, TanzaniaTanzania Aviation" "Piper PA-42 Cheyenne5H-TAL" "10/10(0)" 1980 1980-12-05 10 10 0
"4442" "21 Dec 1980" "Near Rio Hacha, ColombiaTransportes Aereos del Caribe" "Aerospatiale Caravelle 6RHK-1810" "70/70(0)" 1980 1980-12-21 70 70 0
"4541" "23 Dec 1980" "Qatar, QatarSaudi Arabian Airlines" "Lockheed L-1011-200HZ-AHJ" "2/291(0)" 1980 1980-12-23 2 291 0
"1196" "14 Jan 1981" "Ramstein AFB, West GermanyMilitary - U.S. Air Force" "Lockheed C-130E Hercules69-6581" "11/11(0)" 1981 1981-01-14 11 11 0
"2191" "20 Jan 1981" "Spokane, WashingtonCascade Airways" "Beechcraft 99AN390CA" "7/9(0)" 1981 1981-01-20 7 9 0
"3178" "07 Feb 1981" "Near Leningrad, RussiaMilitary - Soviet Navy" "Tupolev TU-104ACCCP-42332" "52/52(0)" 1981 1981-02-07 52 52 0
"4168" "11 Feb 1981" "White Plains, New YorkPrivate - Corporate" "Lockheed 1339N520S" "8/8(0)" 1981 1981-02-11 8 8 0
"5161" "22 Feb 1981" "Avalon, CaliforniaHelicopter - Air Taxi" "Sikorsky S-62AN324Y" "2/8(0)" 1981 1981-02-22 2 8 0
"6143" "24 Feb 1981" "Belem, BrazilVOTEC" "Embraer 110P BandeirantePT-GLB" "11/14(0)" 1981 1981-02-24 11 14 0
"794" "26 Feb 1981" "Off Tabones Island  PhilippinesMilitary - U.S. Air Force" "Lockheed MC-130E-Y64-0564" "23/24(0)" 1981 1981-02-26 23 24 0
"866" "10 Mar 1981" "Moroni, Comoro IslandsMilitary - French Naval Aviation" "Dassault-Breguet Atlantique29" "18/18(0)" 1981 1981-03-10 18 18 0
"960" "15 Mar 1981" "Shemya AFB, AlaskaMilitary - U.S. Air Force" "Boeing RC-135S61-2664" "6/24(0)" 1981 1981-03-15 6 24 0
"1060" "26 Mar 1981" "Redzikowo, PolandLOT Polish Airlines" "Antonov AN-24BSP-LTU" "1/52(0)" 1981 1981-03-26 1 52 0
"1197" "06 Apr 1981" "Laguna Soliz, BoliviaUrcupina" "Douglas C-47ACP-1470" "7/7(0)" 1981 1981-04-06 7 7 0
"1261" "07 Apr 1981" "Cincinnati, OhioFreedom International" "Learjet 23N400PG" "1/2(0)" 1981 1981-04-07 1 2 0
"1359" "17 Apr 1981" "Loveland, ColoradoAir US / Private" "Hadley Page 137Jetstream I / Cessna 206N11360 / N4862F" "15/19(0)" 1981 1981-04-17 15 19 0
"1457" "28 Apr 1981" "Pekanbaru, IndonesiaPrivate - Airfast Indonesia" "Douglas C-47A-5-DKPK-OBK" "15/17(0)" 1981 1981-04-28 15 17 0
"1555" "28 Apr 1981" "Batagay, RussiaAeroflot" "Antonov An-2TP	 CCCP-92864" "12/12(0)" 1981 1981-04-28 12 12 0
"1655" "06 May 1981" "Near Fredrick, MarylandMilitary - U.S. Air Force" "Boeing EC-135N61-0328" "21/21(0)" 1981 1981-05-06 21 21 0
"1755" "07 May 1981" "Rio de la Plata, ArgentinaAustral Lineas Aeras (Argentina)" "BAC One-Eleven 529FRLV-LOX" "31/31(0)" 1981 1981-05-07 31 31 0
"1855" "16 May 1981" "Near Menongue, AngolaTAAG Angola Airlines" "Lockheed L-100-20 HerculesD2-EAS" "4/4(0)" 1981 1981-05-16 4 4 0
"1955" "21 May 1981" "Pinarete Mountain, MexicoLineas Aereas" "Convair CV-440-11XA-KEH" "24/24(0)" 1981 1981-05-21 24 24 0
"2055" "22 May 1981" "Near Zumba, EcuadorTAME" "de Havilland Canada DHC-6 Twin Otter 300HC-BAX" "18/18(0)" 1981 1981-05-22 18 18 0
"2192" "29 May 1981" "Cairo, EgyptMilitary - Egyptian Air Force" "Lockheed C-130H HerculesSU-BAH" "17/17(0)" 1981 1981-05-29 17 17 0
"2257" "14 Jun 1981" "Ust-Barguzin, RussiaAeroflot" "Ilyushin Il-14CCCP-41838" "48/48(0)" 1981 1981-06-14 48 48 0
"2355" "26 Jun 1981" "Nailstone, EnglandDan Air Services" "Hawker Siddeley HS-748G-ASPL" "3/3(0)" 1981 1981-06-26 3 3 0
"2454" "18 Jul 1981" "Near Yerevan, ArmeniaTAR" "Canadair CL-44D4-6LV-JTN" "4/4(0)" 1981 1981-07-18 4 4 0
"2554" "20 Jul 1981" "Mogadishu, SomaliaSomali Airlines" "Fokker F-27 Friendship 600RF6O-SAY" "50/50(0)" 1981 1981-07-20 50 50 0
"2653" "24 Jul 1981" "MadagascarAir Madagascar" "de Havilland Canada DHC-6 Twin Otter 3005R-MGB" "19/19(0)" 1981 1981-07-24 19 19 0
"2753" "25 Jul 1981" "Caruru, ColombiaTransamazonica" "Douglas C-53D-DOHK- 772" "5/9(0)" 1981 1981-07-25 5 9 0
"2851" "27 Jul 1981" "Chihuahua, MexicoAeromexico" "McDonnell Douglas DC-9-32XA-DEN" "32/66(0)" 1981 1981-07-27 32 66 0
"2949" "22 Aug 1981" "Near Sanyi, Miao-li, TaiwanFar Eastern Air Transport" "Boeing B-737-222B-2603" "110/110(0)" 1981 1981-08-22 110 110 0
"3049" "24 Aug 1981" "Near Zavitinsk, RussiaAeroflot / Military - Russian Air Force" "Antonov AN-24RV / Soviet Air Force TU-16CCCP-46653" "31/32(0)" 1981 1981-08-24 31 32 0
"3179" "27 Aug 1981" "Mt. Elena, ColombiaAeropesca Colombia" "Vickers Viscount 745DHK-1320" "50/50(0)" 1981 1981-08-27 50 50 0
"3252" "29 Aug 1981" "Zeya, RussiaAeroflot" "Yakovlev YAK-40CCCP-87346" "3/34(0)" 1981 1981-08-29 3 34 0
"3349" "02 Sep 1981" "Paipa, ColombiaAereo el Venado" "Embraer 110P1 BandeiranteHK-2651" "21/22(0)" 1981 1981-09-02 21 22 0
"3449" "18 Sep 1981" "Zeleznogorsk, RussianAeroflot /Military - Russian" "Yakovlev YAK-40 / Mil Mi-8CCCP-87455" "40/40(0)" 1981 1981-09-18 40 40 0
"3547" "21 Sep 1981" "Nellis AFB, NevadaMilitary - U.S. Air Force" "Lockheed C-130H Hercules74-1672" "7/70(0)" 1981 1981-09-21 7 70 0
"3646" "22 Sep 1981" "Near Babaeski, TurkeyMilitary - Turkish Air Force" "Northrop F-5A?" "0/0(40)" 1981 1981-09-22 0 0 40
"3744" "29 Sep 1981" "Tehran, IranMilitary - Iranian Air Force" "Lockheed C-130H5-158-8552" "60/80(20)" 1981 1981-09-29 60 80 20
"3844" "01 Oct 1981" "Casper, WyomingSky Train Air" "Learjet 24N44CJ" "3/3(0)" 1981 1981-10-01 3 3 0
"3943" "06 Oct 1981" "Moerdijk, NetherlandsNLM (Nederlandse Luchtvaart Maatschappij)" "Fokker F-28 Fellowship 4000PH-CHI" "17/17(0)" 1981 1981-10-06 17 17 0
"4042" "15 Oct 1981" "Kufstein, AustriaOefag Flugdienst" "Cessna 404 TitanOE-FCT" "9/9(0)" 1981 1981-10-15 9 9 0
"4169" "26 Oct 1981" "St. Thomas, U.S. Virgin IslandsAerolineas Argo" "Lockheed L-749A ConstellationHI-328" "5/5(0)" 1981 1981-10-26 5 5 0
"4249" "31 Oct 1981" "Bafoussam, CameroonCameroon Airlines" "de Havilland Canada DHC-6 Twin Otter 300TJ-CBC" "1/24(0)" 1981 1981-10-31 1 24 0
"4346" "08 Nov 1981" "Sierra de Guerro, MexicoAeromexico" "McDonnell Douglas DC-9-32XA-DEO" "18/18(0)" 1981 1981-11-08 18 18 0
"4443" "16 Nov 1981" "Norilsk, RussiaAeroflot" "Tupolev TU-154B-2CCCP-85480" "99/167(0)" 1981 1981-11-16 99 167 0
"4542" "19 Nov 1981" "Biratnagar, NepalRoyal Nepal Airlines" "Pilatus PC-6/B2-H2 Turbo-Porter9N-ABJ" "10/10(0)" 1981 1981-11-19 10 10 0
"4639" "30 Nov 1981" "Castries, Saint Lucia IslandGuyana Airways" "Douglas DC-6AN3486F" "3/3(0)" 1981 1981-11-30 3 3 0
"4739" "01 Dec 1981" "Mt. San Pietro, near Ajaccio, Corsica, FranceInex Adria Aviopromet (Yugoslavia)" "McDonnell Douglas MD-81YU-ANA" "180/180(0)" 1981 1981-12-01 180 180 0
"4839" "05 Dec 1981" "Honolulu, HawaiiPrivate - Parajump air show" "Beech C-45HN8185H" "11/12(0)" 1981 1981-12-05 11 12 0
"4939" "16 Dec 1981" "Kuala Belait, BruneiBristow Helicopters" "Aerospatiale Puma9M-SSC" "12/12(0)" 1981 1981-12-16 12 12 0
"5039" "18 Dec 1981" "Near Covenas, ColombiaACES Colombia" "de Havilland Canada DHC-6 Twin Otter 300HK-2217" "13/13(0)" 1981 1981-12-18 13 13 0
"1198" "07 Jan 1982" "Near Gelendzhik, USSRAeroflot" "LET  410M TurbojetCCCP-67290" "18/18(0)" 1982 1982-01-07 18 18 0
"2193" "13 Jan 1982" "Washington, D.C.Air Florida" "Boeing B-737-222N62AF" "74/79(4)" 1982 1982-01-13 74 79 4
"3180" "14 Jan 1982" "Near Addis Ababa, EthiopiaMilitary - Ethiopian Air Force" "Antonov AN-2671383" "73/73(0)" 1982 1982-01-14 73 73 0
"4170" "23 Jan 1982" "Logan Airport,  Boston, MassachusettsWorld Airways" "McDonnell Douglas DC-10-30CFN113WA" "2/212(0)" 1982 1982-01-23 2 212 0
"5162" "25 Jan 1982" "Constanta, RomaniaTarom" "Antonov An-24RVYR-BMD" "7/7(0)" 1982 1982-01-25 7 7 0
"6144" "03 Feb 1982" "Djibouti, DjboutiMilitary - French Air Force" "Nord 2501 Noratlas140/88JA" "35/35(0)" 1982 1982-02-03 35 35 0
"795" "06 Feb 1982" "Island of Cheju, South KoreaMilitary - Republic of South Korea Air Force" "Fairchild C-123?" "53/53(0)" 1982 1982-02-06 53 53 0
"867" "07 Feb 1982" "Near Srinagar, IndiaMilitary - Indian Air Force" "Fairchild C-119G?" "23/23(0)" 1982 1982-02-07 23 23 0
"961" "09 Feb 1982" "Mt. Ipao, PhilippinesTrans Air Services" "Douglas DC-3 (C-47A-70-DL)RP-C141" "3/32(0)" 1982 1982-02-09 3 32 0
